"review_id","rating_date","count_helpful","count_unhelpful","employee_job_end_year","employee_length","employee_status","covid_related_review","flags_business_outlook","flags_ceo_approval","flags_recommend_frend","rating_culture_values","rating_diversity_inclusion","rating_overall","rating_work_life","summary","company_name","employee_location","employee_job_title","advice_to_management","review_pros","review_cons","rating_compensation_benefits","rating_senior_leadership","rating_career_opportunities","sector","rating_year","helpfulness_score","employee_job_quit","employee_job_start_year","has_review_text"
60910653,2022-03-10,4,0,2021,1,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Worst Company Ever","Arzooo","","","","Provides good salary package on time.","Products are too costly. Frequent staff changes (every 6 months). Poor team management. Too much pressure from the senior team. No cooperation from admins. Constant threat of losing job. Too much workload. Heavy targets but poor products. Delivers too late and products are damaged. Credit facility is a way of exploitation where employees are caught between dealer and company. If anything goes well, ZSM takes credit; if anyone makes a single mistake, ZSM blames them entirely.",1,1,3,"Retail",2022,4,TRUE,2020,TRUE
31275583,2020-01-13,5,0,2020,2,"REGULAR",1,"POSITIVE","APPROVE","NEGATIVE",2,2,2,2,"Digital Sales Irving, TX is a mixed bag.","Microsoft","Irving, TX","Corporate Account Executive","Provide better new hire training; hiring professionals doesn't automatically mean they know Microsoft. Train them on day-to-day tools and internal processes. Enforce more consistent expectations across all first-line managers and sales teams, as consistency is currently lacking. Improve and streamline internal tools, centralizing them as much as possible. Provide AEs with better access to support for job concerns and task completion. Prevent first-line managers from hiring teams composed exclusively of reps from a single company; ensure diversity in backgrounds. Maintain more continuity in business policies and expectations, insulating reps from misinformation and constantly shifting business priorities.","Microsoft offers excellent benefits, including generous 401k matching, great dental insurance, personal wellness programs, and ESPP. Due to name recognition and company footprint, it's easy to secure appointments with customers who are heavily invested in Microsoft technology. Microsoft continuously innovates its technology, which is helpful to sellers.","Microsoft's inside sales organization in Irving, TX, called Digital Sales, has a poor onboarding experience. Despite expecting world-class training, new hires receive a quick 2-hour HR meeting and are then left to set up their own equipment. There is no formalized training for external hires beyond standard product-focused videos. Sales tools are archaic and systems don't integrate; for example, spending weeks on Help Desk tickets for system access. Dynamics CRM is antiquated and cumbersome. Management is highly political, imposing constantly shifting priorities that benefit leadership's metrics, forcing reps to sell specific products through discounting rather than solution selling. There's a shift in how specialist teams interact with Digital Account Executives, with mandates for AEs to upskill, raising concerns about the future of specialist roles and piling more responsibilities onto AEs. Many digital sales managers are duplicitous and political, creating a hostile work environment. Policies are implemented haphazardly without proper training or context. There's a lot of internal noise from contractors seeking introductions to customers, many of whom are inconsistent and don't add value. Many long-term employees in this org seem to be 'riding the wave' due to high pay but lack basic skills and Microsoft knowledge. The Digital Sales AE and Specialist roles in Las Colinas are not recommended unless you have extensive prior experience in the Microsoft ecosystem, as enablement for navigating complexities and shifting priorities is lacking for those from other software companies.",4,1,3,"Technology",2020,5,TRUE,2018,TRUE
42042044,2021-02-05,4,0,2020,1,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,2,1,1,"Please look elsewhere.","AMP Services WA","","","","The front desk receptionist is extremely helpful. The company's location across from Taco Bell and KFC makes meal breaks convenient.","AMP has horrible upper management and a toxic, outdated work culture. The CEO's response during the pandemic was, 'Working from home is an earned privilege,' while many accounting firms initiated work-from-home policies until November 2021. Technology and IT infrastructure are obsolete and outdated, with frequently crashing software. While demanding hours are expected during tax season (January through April), working 50-55 hours is expected year-round, making work-life balance non-existent.",1,1,3,"Construction",2021,4,TRUE,2019,TRUE
8572659,2015-11-07,3,0,2012,20,"REGULAR",0,"NEGATIVE","DISAPPROVE","NEGATIVE",1,2,1,2,"Sorry Microsoft - crummy place to work.","Microsoft","Bellevue, WA","Group and Senior Product Manager","To attract Millennials, overhaul outdated HR tactics. Millennials seek bold, fresh approaches for career growth. There's an intolerance for the 40 and 50+ age crowd, who are hardworking and bring valuable experience. Old processes and mindsets persist. Enable truly diverse teams by age, gender, and race. Remove HR process burdens from employees exploring new growth areas. If headcount reduction is necessary, use ethical formal RIFs instead of playing games with individuals.","Azure and Office 365 offer cool tech with a growing customer base.","Nothing has changed since leaving Microsoft. Forced ranking persists, with zero bonuses even when goals are exceeded. No tolerance for employees taking career risks or trying new growth areas; a poor fit results in a 'no internal moves' label, ending one's time at MS. There is a strong tendency for Indians to hire Indians, leading to a lack of diversity in teams.",2,1,1,"Technology",2015,3,TRUE,1992,TRUE
30687391,2019-12-03,1,0,2019,1,"CONTRACT",0,"POSITIVE","APPROVE","POSITIVE",2,2,2,4,"You feel very disposable.","Microsoft","Redmond, WA","Software Developer","Communicate with contractors. The manager was seen only 10 times before contract termination, none in formal meetings, which was regrettable.","Work in the heart of a Washington legend with a decent salary.","Employees are disposable and treated as such. Ideas were overshadowed despite having the most experience in the technology, and larger projects were pushed off for deadlines. Turnover was high, even within the team, with constant rotation and varied input leading to a jumbled mess in development.",3,1,5,"Technology",2019,1,TRUE,2018,TRUE
63851503,2022-05-09,0,0,2022,9,"REGULAR",1,"NEUTRAL","NO_OPINION","POSITIVE",3,3,4,4,"Benefits are okay.","China Mobile International","Hong Kong","Senior Engineer","Simplify the admin system.","Colleagues are helpful and nice.","Too much admin and paperwork.",4,4,4,"Telecommunications",2022,0,TRUE,2013,TRUE
2111447,2012-11-05,11,5,2012,6,"",0,"NEUTRAL","DISAPPROVE","NEGATIVE",1,3,1,1,"The worst place you'll ever work.","The Run Club","","","","You get paid, though not a lot.","Employees can expect mental abuse. Owners will curse at you, constantly threaten dismissal, and overload you with pointless objectives. There are no sick days, maternity leave, or 401k. Relationships with other employees are frowned upon, preventing after-work socialization. Expect long nights and rough days, with expectations to over-deliver constantly for little reward. Management has mental breakdowns, marital disputes, and colleagues cry after department meetings. High turnover, with people quitting or being fired as quickly as they are hired. No one gets a good reference, and moving to another position is seen as betrayal. Employment here is not worth the stress, effort, and pay. Past employee reviews confirm this; anyone saying otherwise is likely the owners themselves. This place cannot be recommended.",1,1,3,"Hospitality",2012,6,TRUE,2006,TRUE
47175577,2021-05-19,2,0,2021,4,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,3,1,1,"Horrendous management.","Champion Window","","","","High income. Above-average benefits package.","High income isn't worth the issues. The CEO is a clueless puppet who bankrupted two companies before Champion. Customer service is secondary to profit. Quality of craftsmanship is low.",5,1,3,"Construction",2021,2,TRUE,2017,TRUE
71624000,2022-12-05,7,0,2022,1,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"No help, long hours, miserable environment.","SearchLab","","","","The job is fully remote.","There is no proper training period; training consists of doing tasks for other consultants for less than two weeks before getting clients. Once assigned clients, you are on your own and referred to a training manual for questions. Employees are given extremely difficult clients with unrealistic expectations and are fired without warning if these expectations aren't met. Expect to work insane hours to catch up on overdue tasks and be yelled at for not finishing work on time. For example, a client requiring 80 hours of work per week is expected to be completed by week's end, regardless of working all night. Many other SEO jobs offer better culture, support, and benefits.",3,1,3,"Marketing",2022,7,TRUE,2021,TRUE
77336498,2023-06-13,8,0,2023,2,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",4,5,2,3,"Know what you're getting into.","HashiCorp","","","","Good people (teammates). Growth potential. Good technology.","Senior leadership's vision is disconnected from reality. Technical leadership has too much control when trying to monetize software. Mid-level and frontline management lack ideas and simply bark usual directives at reps. Too many tools to manage. Sales cycles are very long, so decent commission checks are not expected for at least 12 months. A large amount of equity is given, which seems good, but not when the stock has only gone down since going public.",2,1,3,"Technology",2023,8,TRUE,2021,TRUE
47270805,2021-05-21,1,0,2020,4,"",1,"POSITIVE","APPROVE","POSITIVE",5,4,5,5,"Best Professional Growth and Development.","CBI Cyber Security Solutions","","","","You work with and learn from the best in the industry; CBI employees take pride in their work and team success. Professional development is encouraged, leading to career success, though a competitive culture means those seeking minimal effort won't thrive. Your voice is heard; CBI embraces the Lencioni Pyramid, allowing for constructive conflict. Opinions and recommendations to management are well-received, provided they come with proposed solutions, not just complaints. As a small company, CBI offers ample opportunities for driven, smart individuals to make significant accomplishments and be recognized for their impact.","Being a smaller company means less competitive benefits and limitations to career growth.",4,5,3,"Technology",2021,1,TRUE,2016,TRUE
68334974,2022-08-25,4,0,2021,2,"",1,"NEUTRAL","DISAPPROVE","NEGATIVE",1,1,3,1,"Great company ruined by horrible management.","Getir","","","","A lot was learned when joining Getir. Teammates and boss were amazing, quickly developing business acumen. Deep and meaningful relationships were established with teammates, making work enjoyable.","Things went downhill once former consultants were brought into C-level positions. While founders and new hires may be smart, professionalism and company history are needed to avoid issues, such as placing underqualified family members in key roles. The pandemic boost helped, but the company swelled with underqualified people in redundant positions, overburdening those doing actual work. Management was absent.",2,1,3,"Retail",2022,4,TRUE,2019,TRUE
57254757,2021-12-30,3,0,NA,4,"REGULAR",1,"NEGATIVE","NO_OPINION","NEGATIVE",1,2,2,1,"Great place to learn, bad place to work.","Hitachi","Jalgaon","Process","Listen to employee opinions. Work on proper communication structure. Identify who's working hard and who's stealing credit.","Huge brand name. Great learning experience. Good canteen facility.","Very low salary compared to the market. No growth opportunities. Politics, favoritism, bad working environment.",1,1,1,"Manufacturing",2021,3,FALSE,2017,TRUE
68335100,2022-08-25,1,0,2022,1,"CONTRACT",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"High Turnover for a reason.","Haleon","London, England","Anonymous Contractor","There should be a direct support/advice service to HR, as C-Suite leaders are unaware of the poor culture due to SLT manipulating feedback. Take escalations of professional misconduct seriously and conduct fair investigations. Consider people/leadership training for some managers.","Great pay.","The company culture is very toxic, and I would not recommend returning or working here. Senior leaders gossip and form cliques, openly discussing staff and other leaders. Some leaders bully and intimidate, which is known, but complaints are ignored, and there's no safeguarding for non-management staff, leading to retaliation. Incidents include staff crying on calls, working while sick, requests not to take holidays, delivery metric manipulation to punish team members, requests for cameras to be on despite valid reasons, and team member burnout. Most people work evenings and weekends, and employees are often fired before replacements are onboarded, leading to zero handover and increased team stress. It's an unhappy workplace, despite colleague relationships. The workload is unrealistic and stressful. There are many other well-paying roles with realistic workloads, competent managers, and less office politics.",1,1,1,"Healthcare",2022,1,TRUE,2021,TRUE
35960932,2020-09-14,0,0,2017,2,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Good","Accenture","Bengaluru","New Business Operations Associate","","Good cab facility, good food, excellent work environment.","Mental pressure, work partiality, stress.",5,4,5,"Professional Services",2020,0,TRUE,2015,TRUE
4104367,2014-04-22,17,1,2014,1,"CONTRACT",0,"NEGATIVE","","NEGATIVE",1,4,1,5,"Your job is in the hands of drunk, stoned, or angry passengers. Can good judgment be expected from them?","Uber","Los Angeles, CA","Driver","Scrap the rating system. Implement a live support system instead of responding to emails 3 or 4 days later.","Paid on time. Plenty of passengers. Fairly anonymous, reducing victimization by hostile cab drivers. Airport trips are generally incident-free and pay the most. One nice rider bought dinner.","The driver rating system is fatally flawed. Failure to maintain a 4.7 rating (or 94%) results in termination. Passengers are often drunk, intoxicated, or angry, affecting ratings. The training video's advice ('Hold the door for passengers, offer them water, and you'll get 5-star ratings every time') is misleading. Management does nothing to address driver problems, offering 'Drive more hours' as a solution. The app only shows the correct address about half the time. Incidents include passengers throwing up in the back seat and getting into fistfights.",2,1,1,"Transportation",2014,16,TRUE,2013,TRUE
60348833,2022-02-27,3,0,2018,4,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,2,"Terrible company to work for.","Teachers Federal Credit Union","","","","Learned underwriting skills.","Terrible management, terrible benefits, no incentive plan, no updated policies, favoritism.",1,1,3,"Finance",2022,3,TRUE,2014,TRUE
56200741,2021-12-03,0,0,2019,1,"PART_TIME",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Save your Mental Health.","Anheuser-Busch InBev","","Transportation Planner","Invest in new systems and stop equating 'hard-working people' with those who work 24/7. The company is losing many employees daily, and management questions why people are leaving. Overworking people without paying overtime indicates a mental issue with management.","Nice office, modern building, free coffee.","Be prepared for lack of sleep and food, as only work matters; lunch breaks are non-existent. Systems are outdated, inefficient, and a waste of time; modern systems would improve efficiency and effectiveness. Questionable use of Excel.",1,1,1,"Manufacturing",2021,0,TRUE,2018,TRUE
46301921,2021-04-30,0,0,2020,1,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",5,5,5,4,"Wonderful company.","RBC","Moncton, NB","Banking Advisor","More downtime between calls would help morale.","Very welcoming. They understand and treat employees as human beings.","The phones are very busy.",4,5,5,"Finance",2021,0,TRUE,2019,TRUE
83056342,2024-01-04,0,0,2021,1,"REGULAR",0,"NEGATIVE","NO_OPINION","NEGATIVE",1,2,2,2,"Poor Management.","TD","Montreal, QC","Customer Service Representative","Trust your people.","Health plan, benefits, office, snacks.","Micromanagement. Low salary. Constant performance reviews.",1,1,1,"Finance",2024,0,TRUE,2020,TRUE
26174388,2019-05-16,2,0,2019,6,"REGULAR",0,"NEUTRAL","DISAPPROVE","NEGATIVE",1,4,2,1,"High School Revisited.","UnitedHealth Group","","Project Manager","Parse evaluations for managers who report to a larger group in Vital Signs. When management's evaluations are cumulative for a group, incompetent managers can thrive and mismanage employees without accountability.","Starting pay is $15 an hour for most people.","At the highest levels, they are unprofessional, egotistical, and shallow. Medical benefits don't activate until thousands in debt, and management is incompetent.",1,1,2,"Healthcare",2019,2,TRUE,2013,TRUE
57124757,2021-12-27,10,0,2021,6,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Leadership Lacks Integrity.","StackPath","","","","Frontline employees are dedicated, loyal, and incredibly hardworking. They have endured ridiculous deadlines and poor planning, yet achieved miracles with minimal complaints. Current and former StackPath employees are excellent candidates for individual contributor roles.","The company's leadership consists of finance professionals and incompetent individuals who have managed to rise. None have real experience managing a technology firm, and they spend most of their time covering this up instead of listening to experienced and knowledgeable people. Anyone who doesn't manage up to them is managed out, and the resulting mass exodus of talent is blamed on former employees. Too many fragile egos and insecurities at the management and executive level prevent ground-level employees from getting things done. The company has been stagnant for two years while competitors posted record profits.",1,1,3,"Technology",2021,10,TRUE,2015,TRUE
14382355,2017-03-28,2,0,2016,2,"REGULAR",0,"POSITIVE","NO_OPINION","POSITIVE",4,5,4,3,"Work hard, avoid drama.","Verizon","Riverdale, UT","Solutions Specialist","Get off your high horse. You were all sales reps once.","If you work hard and have ambition, you will be very successful and earn great commission. You decide your success; Verizon will not hinder you.","There are a lot of politics. A manager was a horrific bully who continually got away with picking on people, forming cliques with some and destroying others.",4,4,3,"Telecommunications",2017,2,TRUE,2014,TRUE
40806835,2021-01-15,0,0,2020,20,"REGULAR",1,"NEGATIVE","NO_OPINION","POSITIVE",5,5,5,5,"One of the top employers.","Ford Motor Company","Bridgend, Wales","Production Operator","Perhaps too many managers are out of touch or big-headed. Overall, if you do your work, you are mostly left alone.","Well looked after. Good working environment. Sick scheme. Top pension. Approachable employer. Holiday bonus. Attendance bonus. Progression. Car scheme purchase. Ambassador program. Full canteen. Gym. Shower rooms. EDAP training funding. Weekly pay. Steady pay rises. On-site union. Cash machine. Regular breaks. Good shift pattern. Best hourly pay rate. Generous shift allowance. Cycle to work scheme. 8-hour shifts. Tuck shop (newspapers).","None really. Everything was more than generous, though perhaps some employees took it for granted.",5,4,5,"Manufacturing",2021,0,TRUE,2000,TRUE
79956225,2023-09-11,0,0,2022,1,"PART_TIME",1,"POSITIVE","APPROVE","POSITIVE",5,4,5,5,"Review for McDonald's.","McDonald's","Surrey, BC","Front End Cashier","No","McDonald's has a good environment.","The store's location was bad.",5,4,4,"Hospitality",2023,0,TRUE,2021,TRUE
73407936,2023-02-07,1,0,2023,2,"",1,"POSITIVE","APPROVE","POSITIVE",5,4,5,5,"Solid place to work.","Fruition","","","","Great culture. Remote team, though most are in Colorado, with gatherings twice a year in Denver. Real respect for work-life balance, unlimited PTO, and ability to work from anywhere. Dev and PM teams are competent and efficient. Management truly cares about the team as people, not just resources for financial goals.","No major cons. Benefits are expensive, which is common for smaller companies, not a specific con of Fruition but a reality of working for an organization with less than 50 people.",3,5,3,"Marketing",2023,1,TRUE,2021,TRUE
41459848,2021-01-26,1,0,2017,2,"",1,"POSITIVE","APPROVE","POSITIVE",5,3,4,2,"Good Company.","Cohen and Company","","","","Flexibility and culture made tax prep season manageable.","The hours associated with tax prep season were long, as is common in the industry.",4,5,3,"Professional Services",2021,1,TRUE,2015,TRUE
80805359,2023-10-09,0,0,2023,1,"REGULAR",1,"POSITIVE","APPROVE","NEGATIVE",3,4,5,3,"it was good","Nestlé","Lahore","Nutritionist","good","Supportive environment and a very growth-focused environment.","Not very well-paid job for freshers.",3,3,3,"Manufacturing",2023,0,TRUE,2022,TRUE
57233975,2021-12-30,3,0,2018,2,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",2,4,2,1,"Stay Far Away.","Lexington Law","","","","Free credit repair for employee and one other. Good salary (at the time of employment). Yearly employee appreciation activities like a paid movie day.","Extreme micromanagement. Unachievable metrics that constantly increase. Employees were forced to mislead and manipulate clients into staying and paying monthly fees for credit repair, which is done by a remote team using a fill-in-the-blank form. When clients want to cancel or cannot pay due to financial issues (e.g., job loss, homelessness), management instructs to 'Just put them on x service level and don’t let them cancel.' The only reason it's not a full-fledged scam is that some people do see great results and credit score improvements.",3,1,3,"Legal",2021,3,TRUE,2016,TRUE
46696488,2021-05-09,1,0,NA,4,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",3,3,4,4,"Great Company.","Southwest Airlines","Dallas, TX","Flight Attendant","Fire people who sexually harass employees.","Flexible and fun job with great coworkers.","They don't take sexual harassment seriously.",4,3,4,"Transportation",2021,1,FALSE,2017,TRUE
18230784,2017-12-06,3,0,2016,2,"REGULAR",0,"NEUTRAL","DISAPPROVE","NEGATIVE",3,5,2,3,"Shambolic mid to senior management.","Vodafone","London, England","Sector Head","Get rid of many mid-tier managers (E & F grades) who are stuck in the past. Address the culture gap between ex C&W teams and mobile; act as one company. Review the reward package to attract talent that can make a difference.","Very few pros, as cost optimization activities continually sap employee morale. The new CEO is the right person for the job.","Rewards are significantly behind market rates. Management is slow to react to market changes. Overly bureaucratic; cuts are not made at the center but always in sales, service, or network. Tools are not fit for purpose. Needs better focus on turnaround programs, currently too internally focused, forgetting customer value.",1,2,2,"Telecommunications",2017,3,TRUE,2014,TRUE
41088077,2021-01-20,0,0,2020,6,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",4,4,3,2,"Company Review.","JPMorgan Chase & Co","Jersey City, NJ","AWM","Non-stop harassment by the manager. Despite complaining with proof, no action was taken by upper management or the investigating officer. Many team members left because of this manager.","Good team members, great teamwork, and knowledge sharing.","Non-stop harassment by the manager, trash-talking, humiliating, and nagging.",4,4,4,"Finance",2021,0,TRUE,2014,TRUE
40788825,2021-01-15,0,0,2020,4,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",4,3,4,3,"Good Experience overall.","JPMorgan Chase & Co","San Francisco, CA","Executive Assistant","Service leadership is a highly successful approach.","Loved the people I worked with. Great benefits package.","Very strong corporate culture, which has both good and bad aspects. Decisions from New York sometimes didn't make sense for the local market but had to be implemented. Office politics are rampant. As a giant corporation, it can be hard to feel seen, though my sector tried to mitigate that.",5,5,4,"Finance",2021,0,TRUE,2016,TRUE
42426493,2021-02-12,3,0,2017,2,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Don't Apply Here.","Metro Systems VA","","","","","Company leadership lies and misleads employees. Account Managers are arrogant without reason. The company does not aim for a positive work environment; its goal is to maximize stress. The real CEO thinks he's above everyone and rarely shows his face.",1,1,3,"Technology",2021,3,TRUE,2015,TRUE
42643241,2021-02-17,0,0,2020,20,"REGULAR",1,"POSITIVE","NO_OPINION","NEGATIVE",2,2,2,1,"You will work hard and not get paid much.","JPMorgan Chase & Co","Dallas, TX","Relationship Banker","Higher compensation for those doing the work. Make transitioning to different roles easier.","You have a job to go to every day.","They won't reward hard work, and it just keeps coming. Transitioning to a better role is difficult.",2,2,2,"Finance",2021,0,TRUE,2000,TRUE
45479606,2021-04-14,0,0,2017,2,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",1,1,1,1,"Best","Rio Tinto","Montreal, QC","Inside Sale Representative","","Good salary experience, good attendance management.","Only English is spoken; if you speak French, you don't work.",1,1,1,"Energy/Mining",2021,0,TRUE,2015,TRUE
45167639,2021-04-07,8,0,NA,2,"REGULAR",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,3,2,2,"Not the worst place, but stale, outdated, and inefficient.","BAT","London, England","Anonymous Employee","Do better.","The vast majority of junior people seem okay. The salary is higher than the industry average, even for entry-level jobs.","Insane hours. Back-to-back meetings during the day, requiring actual work to be done during evenings, weekends, and non-existent spare time, leading to no work-life balance. The vaping division announced a 52% rise in profits, followed by the biggest wave of company cuts in years, indicating how little the company values its staff. Senior management prioritizes profit increases by laying off people and cutting resources. Extremely disorganized processes; no one on the team understands the fundamental step-by-step processes for project execution, which is alarming. No proper structure, at least in the vaping division. Pointless bureaucracy with meaningless forms and excessive alignment/pre-alignment meetings. The top leadership is clearly an 'old boy's club.' Excessive sucking up to senior management in meetings is unpleasant to witness. A proper, old-fashioned corporate machine.",2,1,2,"Manufacturing",2021,8,FALSE,2019,TRUE
