"review_id","rating_date","count_helpful","count_unhelpful","employee_job_end_year","employee_length","employee_status","covid_related_review","flags_business_outlook","flags_ceo_approval","flags_recommend_frend","rating_culture_values","rating_diversity_inclusion","rating_overall","rating_work_life","summary","company_name","employee_location","employee_job_title","advice_to_management","review_pros","review_cons","rating_compensation_benefits","rating_senior_leadership","rating_career_opportunities","sector","rating_year","helpfulness_score","career_missing","employee_job_quit","employee_job_start_year","has_review_text","distilbert_summary_label","distilbert_summary_score","distilbert_pros_label","distilbert_pros_score","distilbert_cons_label","distilbert_cons_score","distilbert_advice_label","distilbert_advice_score","distilbert_summary_signed","distilbert_pros_signed","distilbert_cons_signed","distilbert_advice_signed","roberta_summary_label","roberta_summary_score","roberta_pros_label","roberta_pros_score","roberta_cons_label","roberta_cons_score","roberta_advice_label","roberta_advice_score","roberta_summary_signed","roberta_pros_signed","roberta_cons_signed","roberta_advice_signed","vader_summary_neg","vader_summary_neu","vader_summary_pos","vader_summary_compound","vader_pros_neg","vader_pros_neu","vader_pros_pos","vader_pros_compound","vader_cons_neg","vader_cons_neu","vader_cons_pos","vader_cons_compound","vader_advice_neg","vader_advice_neu","vader_advice_pos","vader_advice_compound","summary_wc","pros_wc","cons_wc","advice_wc"
70172378,"2022-10-15",1,0,2022,4,"",0,"POSITIVE","APPROVE","NEGATIVE",4,5,3,2,"Don't expect to advance at your home store","Kum and Go","","","","Okay to work for.","Don't expect to be treated fairly by District and General Managers.",5,2,3,"Retail",2022,1,TRUE,TRUE,2018,TRUE,"POSITIVE",0.830285012722015,"POSITIVE",0.999803721904755,"POSITIVE",0.558982312679291,"POSITIVE",0.748120903968811,0.830285012722015,0.999803721904755,0.558982312679291,0.748120903968811,"neutral",0.686837434768677,"positive",0.502430319786072,"negative",0.717482030391693,"positive",0.401298612356186,0,0.502430319786072,-0.717482030391693,0.401298612356186,0,1,0,0,0,0.612,0.388,0.2263,0,1,0,0,0,0,0,0,8,4,11,0
60910653,"2022-03-10",4,0,2021,1,"",0,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Worst Company Ever","Arzooo","","","","Provides good salary package on time.","Products are too costly. Frequent staff changes (every 6 months). Poor team management. Too much pressure from the senior team. No cooperation from admins. Constant threat of losing job. Too much workload. Heavy targets but poor products. Delivers too late and products are damaged. Credit facility is a way of exploitation where employees are caught between dealer and company. If anything goes well, ZSM takes credit; if anyone makes a single mistake, ZSM blames them entirely.",1,1,3,"Retail",2022,4,TRUE,TRUE,2020,TRUE,"NEGATIVE",0.999775826931,"POSITIVE",0.999607861042023,"NEGATIVE",0.999717056751251,"POSITIVE",0.748120903968811,-0.999775826931,0.999607861042023,-0.999717056751251,0.748120903968811,"negative",0.914253354072571,"positive",0.724612474441528,"negative",0.898059844970703,"positive",0.401298612356186,-0.914253354072571,0.724612474441528,-0.898059844970703,0.401298612356186,0.672,0.328,0,-0.6249,0,0.633,0.367,0.4404,0.257,0.646,0.097,-0.9127,0,0,0,0,3,6,76,0
31275583,"2020-01-13",5,0,2020,2,"REGULAR",1,"POSITIVE","APPROVE","NEGATIVE",2,2,2,2,"Digital Sales Irving, TX is a mixed bag.","Microsoft","Irving, TX","Corporate Account Executive","Provide better new hire training; hiring professionals doesn't automatically mean they know Microsoft. Train them on day-to-day tools and internal processes. Enforce more consistent expectations across all first-line managers and sales teams, as consistency is currently lacking. Improve and streamline internal tools, centralizing them as much as possible. Provide AEs with better access to support for job concerns and task completion. Prevent first-line managers from hiring teams composed exclusively of reps from a single company; ensure diversity in backgrounds. Maintain more continuity in business policies and expectations, insulating reps from misinformation and constantly shifting business priorities.","Microsoft offers excellent benefits, including generous 401k matching, great dental insurance, personal wellness programs, and ESPP. Due to name recognition and company footprint, it's easy to secure appointments with customers who are heavily invested in Microsoft technology. Microsoft continuously innovates its technology, which is helpful to sellers.","Microsoft's inside sales organization in Irving, TX, called Digital Sales, has a poor onboarding experience. Despite expecting world-class training, new hires receive a quick 2-hour HR meeting and are then left to set up their own equipment. There is no formalized training for external hires beyond standard product-focused videos. Sales tools are archaic and systems don't integrate; for example, spending weeks on Help Desk tickets for system access. Dynamics CRM is antiquated and cumbersome. Management is highly political, imposing constantly shifting priorities that benefit leadership's metrics, forcing reps to sell specific products through discounting rather than solution selling. There's a shift in how specialist teams interact with Digital Account Executives, with mandates for AEs to upskill, raising concerns about the future of specialist roles and piling more responsibilities onto AEs. Many digital sales managers are duplicitous and political, creating a hostile work environment. Policies are implemented haphazardly without proper training or context. There's a lot of internal noise from contractors seeking introductions to customers, many of whom are inconsistent and don't add value. Many long-term employees in this org seem to be 'riding the wave' due to high pay but lack basic skills and Microsoft knowledge. The Digital Sales AE and Specialist roles in Las Colinas are not recommended unless you have extensive prior experience in the Microsoft ecosystem, as enablement for navigating complexities and shifting priorities is lacking for those from other software companies.",4,1,3,"Technology",2020,5,FALSE,TRUE,2018,TRUE,"NEGATIVE",0.996694445610046,"POSITIVE",0.999591648578644,"NEGATIVE",0.999557673931122,"NEGATIVE",0.987950563430786,-0.996694445610046,0.999591648578644,-0.999557673931122,-0.987950563430786,"neutral",0.511574864387512,"positive",0.970104932785034,"negative",0.781698346138,"neutral",0.726786434650421,0,0.970104932785034,-0.781698346138,0,0,0.684,0.316,0.4995,0,0.578,0.422,0.9792,0.059,0.906,0.035,-0.5712,0.022,0.836,0.142,0.8957,8,47,235,96
42042044,"2021-02-05",4,0,2020,1,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,2,1,1,"Please look elsewhere.","AMP Services WA","","","","The front desk receptionist is extremely helpful. The company's location across from Taco Bell and KFC makes meal breaks convenient.","AMP has horrible upper management and a toxic, outdated work culture. The CEO's response during the pandemic was, 'Working from home is an earned privilege,' while many accounting firms initiated work-from-home policies until November 2021. Technology and IT infrastructure are obsolete and outdated, with frequently crashing software. While demanding hours are expected during tax season (January through April), working 50-55 hours is expected year-round, making work-life balance non-existent.",1,1,3,"Construction",2021,4,TRUE,TRUE,2019,TRUE,"NEGATIVE",0.9995356798172,"POSITIVE",0.996954917907715,"NEGATIVE",0.999767482280731,"POSITIVE",0.748120903968811,-0.9995356798172,0.996954917907715,-0.999767482280731,0.748120903968811,"negative",0.657528102397919,"positive",0.975476682186127,"negative",0.902548611164093,"positive",0.401298612356186,-0.657528102397919,0.975476682186127,-0.902548611164093,0.401298612356186,0,0.465,0.535,0.3182,0,0.86,0.14,0.4754,0.103,0.864,0.034,-0.6249,0,0,0,0,3,20,68,0
8572659,"2015-11-07",3,0,2012,20,"REGULAR",0,"NEGATIVE","DISAPPROVE","NEGATIVE",1,2,1,2,"Sorry Microsoft - crummy place to work.","Microsoft","Bellevue, WA","Group and Senior Product Manager","To attract Millennials, overhaul outdated HR tactics. Millennials seek bold, fresh approaches for career growth. There's an intolerance for the 40 and 50+ age crowd, who are hardworking and bring valuable experience. Old processes and mindsets persist. Enable truly diverse teams by age, gender, and race. Remove HR process burdens from employees exploring new growth areas. If headcount reduction is necessary, use ethical formal RIFs instead of playing games with individuals.","Azure and Office 365 offer cool tech with a growing customer base.","Nothing has changed since leaving Microsoft. Forced ranking persists, with zero bonuses even when goals are exceeded. No tolerance for employees taking career risks or trying new growth areas; a poor fit results in a 'no internal moves' label, ending one's time at MS. There is a strong tendency for Indians to hire Indians, leading to a lack of diversity in teams.",2,1,1,"Technology",2015,3,FALSE,TRUE,1992,TRUE,"NEGATIVE",0.999812066555023,"POSITIVE",0.999690890312195,"NEGATIVE",0.999311685562134,"NEGATIVE",0.800226211547852,-0.999812066555023,0.999690890312195,-0.999311685562134,-0.800226211547852,"negative",0.940946519374847,"positive",0.963401675224304,"negative",0.834845542907715,"neutral",0.638470828533173,-0.940946519374847,0.963401675224304,-0.834845542907715,0,0.178,0.822,0,-0.0772,0,0.714,0.286,0.4588,0.16,0.685,0.155,0.1561,0.029,0.7,0.272,0.9595,7,12,62,71
30687391,"2019-12-03",1,0,2019,1,"CONTRACT",0,"POSITIVE","APPROVE","POSITIVE",2,2,2,4,"You feel very disposable.","Microsoft","Redmond, WA","Software Developer","Communicate with contractors. The manager was seen only 10 times before contract termination, none in formal meetings, which was regrettable.","Work in the heart of a Washington legend with a decent salary.","Employees are disposable and treated as such. Ideas were overshadowed despite having the most experience in the technology, and larger projects were pushed off for deadlines. Turnover was high, even within the team, with constant rotation and varied input leading to a jumbled mess in development.",3,1,5,"Technology",2019,1,FALSE,TRUE,2018,TRUE,"NEGATIVE",0.999802052974701,"POSITIVE",0.999817311763763,"NEGATIVE",0.999750435352325,"NEGATIVE",0.998900771141052,-0.999802052974701,0.999817311763763,-0.999750435352325,-0.998900771141052,"negative",0.883741915225983,"positive",0.800332307815552,"negative",0.817415237426758,"negative",0.766472816467285,-0.883741915225983,0.800332307815552,-0.817415237426758,-0.766472816467285,0,1,0,0,0,0.724,0.276,0.6369,0.053,0.947,0,-0.3612,0.148,0.852,0,-0.5106,4,12,46,20
63851503,"2022-05-09",0,0,2022,9,"REGULAR",0,"NEUTRAL","NO_OPINION","POSITIVE",3,3,4,4,"Benefits are okay.","China Mobile International","Hong Kong","Senior Engineer","Simplify the admin system.","Colleagues are helpful and nice.","Too much admin and paperwork.",4,4,4,"Telecommunications",2022,0,FALSE,TRUE,2013,TRUE,"POSITIVE",0.999868512153625,"POSITIVE",0.999853253364563,"NEGATIVE",0.999799430370331,"POSITIVE",0.994097113609314,0.999868512153625,0.999853253364563,-0.999799430370331,0.994097113609314,"positive",0.702733099460602,"positive",0.942432880401611,"negative",0.611343383789062,"neutral",0.699868619441986,0.702733099460602,0.942432880401611,-0.611343383789062,0,0,0.182,0.818,0.5423,0,0.349,0.651,0.6808,0,1,0,0,0,1,0,0,3,5,5,4
2111447,"2012-11-05",11,5,2012,6,"",0,"NEUTRAL","DISAPPROVE","NEGATIVE",1,3,1,1,"The worst place you'll ever work.","The Run Club","","","","You get paid, though not a lot.","Employees can expect mental abuse. Owners will curse at you, constantly threaten dismissal, and overload you with pointless objectives. There are no sick days, maternity leave, or 401k. Relationships with other employees are frowned upon, preventing after-work socialization. Expect long nights and rough days, with expectations to over-deliver constantly for little reward. Management has mental breakdowns, marital disputes, and colleagues cry after department meetings. High turnover, with people quitting or being fired as quickly as they are hired. No one gets a good reference, and moving to another position is seen as betrayal. Employment here is not worth the stress, effort, and pay. Past employee reviews confirm this; anyone saying otherwise is likely the owners themselves. This place cannot be recommended.",1,1,3,"Hospitality",2012,6,TRUE,TRUE,2006,TRUE,"NEGATIVE",0.999755799770355,"NEGATIVE",0.988548815250397,"NEGATIVE",0.999591290950775,"POSITIVE",0.748120903968811,-0.999755799770355,-0.988548815250397,-0.999591290950775,0.748120903968811,"negative",0.942229092121124,"neutral",0.733221888542175,"negative",0.904684960842133,"positive",0.401298612356186,-0.942229092121124,0,-0.904684960842133,0.401298612356186,0.451,0.549,0,-0.6249,0,1,0,0,0.232,0.692,0.076,-0.9596,0,0,0,0,6,7,121,0
47175577,"2021-05-19",2,0,2021,4,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,3,1,1,"Horrendous management.","Champion Window","","","","High income. Above-average benefits package.","High income isn't worth the issues. The CEO is a clueless puppet who bankrupted two companies before Champion. Customer service is secondary to profit. Quality of craftsmanship is low.",5,1,3,"Construction",2021,2,TRUE,TRUE,2017,TRUE,"NEGATIVE",0.997244119644165,"POSITIVE",0.999578535556793,"NEGATIVE",0.999752104282379,"POSITIVE",0.748120903968811,-0.997244119644165,0.999578535556793,-0.999752104282379,0.748120903968811,"negative",0.91155481338501,"positive",0.816712856292725,"negative",0.923044085502625,"positive",0.401298612356186,-0.91155481338501,0.816712856292725,-0.923044085502625,0.401298612356186,0.792,0.208,0,-0.5859,0,0.606,0.394,0.3818,0.169,0.647,0.183,0.3682,0,0,0,0,2,5,29,0
71624000,"2022-12-05",7,0,2022,1,"",0,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"No help, long hours, miserable environment.","SearchLab","","","","The job is fully remote.","There is no proper training period; training consists of doing tasks for other consultants for less than two weeks before getting clients. Once assigned clients, you are on your own and referred to a training manual for questions. Employees are given extremely difficult clients with unrealistic expectations and are fired without warning if these expectations aren't met. Expect to work insane hours to catch up on overdue tasks and be yelled at for not finishing work on time. For example, a client requiring 80 hours of work per week is expected to be completed by week's end, regardless of working all night. Many other SEO jobs offer better culture, support, and benefits.",3,1,3,"Marketing",2022,7,TRUE,TRUE,2021,TRUE,"NEGATIVE",0.999566256999969,"POSITIVE",0.662808537483215,"NEGATIVE",0.999221920967102,"POSITIVE",0.748120903968811,-0.999566256999969,0.662808537483215,-0.999221920967102,0.748120903968811,"negative",0.942776322364807,"neutral",0.856493234634399,"negative",0.662036299705505,"positive",0.401298612356186,-0.942776322364807,0,-0.662036299705505,0.401298612356186,0.577,0.423,0,-0.666,0,1,0,0,0.09,0.828,0.082,-0.2633,0,0,0,0,6,5,112,0
77336498,"2023-06-13",8,0,2023,2,"",0,"NEGATIVE","DISAPPROVE","NEGATIVE",4,5,2,3,"Know what you're getting into.","HashiCorp","","","","Good people (teammates). Growth potential. Good technology.","Senior leadership's vision is disconnected from reality. Technical leadership has too much control when trying to monetize software. Mid-level and frontline management lack ideas and simply bark usual directives at reps. Too many tools to manage. Sales cycles are very long, so decent commission checks are not expected for at least 12 months. A large amount of equity is given, which seems good, but not when the stock has only gone down since going public.",2,1,4,"Technology",2023,8,TRUE,TRUE,2021,TRUE,"POSITIVE",0.998846888542175,"POSITIVE",0.99987804889679,"NEGATIVE",0.998538851737976,"POSITIVE",0.748120903968811,0.998846888542175,0.99987804889679,-0.998538851737976,0.748120903968811,"neutral",0.704664945602417,"positive",0.967600882053375,"negative",0.729737639427185,"positive",0.401298612356186,0,0.967600882053375,-0.729737639427185,0.401298612356186,0,1,0,0,0,0.323,0.677,0.8126,0.021,0.934,0.045,0.2023,0,0,0,0,5,7,75,0
47270805,"2021-05-21",1,0,2020,4,"",1,"POSITIVE","APPROVE","POSITIVE",5,4,5,5,"Best Professional Growth and Development.","CBI Cyber Security Solutions","","","","You work with and learn from the best in the industry; CBI employees take pride in their work and team success. Professional development is encouraged, leading to career success, though a competitive culture means those seeking minimal effort won't thrive. Your voice is heard; CBI embraces the Lencioni Pyramid, allowing for constructive conflict. Opinions and recommendations to management are well-received, provided they come with proposed solutions, not just complaints. As a small company, CBI offers ample opportunities for driven, smart individuals to make significant accomplishments and be recognized for their impact.","Being a smaller company means less competitive benefits and limitations to career growth.",4,5,4,"Technology",2021,1,TRUE,TRUE,2016,TRUE,"POSITIVE",0.999817788600922,"POSITIVE",0.999609053134918,"NEGATIVE",0.999626398086548,"POSITIVE",0.748120903968811,0.999817788600922,0.999609053134918,-0.999626398086548,0.748120903968811,"positive",0.934187829494476,"positive",0.922568917274475,"neutral",0.588529706001282,"positive",0.401298612356186,0.934187829494476,0.922568917274475,0,0.401298612356186,0,0.306,0.694,0.7783,0.021,0.715,0.265,0.9749,0,0.612,0.388,0.6518,0,0,0,0,5,91,13,0
